food_name,serving_size_g,energy_kcal,carbohydrate_g,total_sugars_g,fat_g,protein_g,calcium_mg,phosph_mg,sodium_mg,potassium_mg,magnesium_mg,iron_mg,zinc_mg,cholesterol_mg,transfat_g,class
미역초무침,50.0,24.936,5.698500000000001,3.996,0.5399999999999999,1.0715,47.268,28.82,285.8,236.752,0.0,0.403,0.118,0.0,0.0,11014003
북어채무침,150.0,332.052,31.332,18.02458,5.802999999999998,37.36599999999999,245.105,744.8420000000001,1048.53,782.6419999999998,0.0,2.576,0.8861999999999999,108.57,0.0,11014004
회무침,300.0,311.5872000000001,42.8792,26.412,4.2563,27.17770000000001,200.0957,314.5105,1253.2525,955.8385000000001,0.0,4.377200000000001,1.6802,61.38,0.0,11014005
쥐치채,20.0,53.387,10.1772,6.6036,0.198,2.7684,14.289,31.71100000000001,289.4502,78.51100000000001,0.0,0.299,0.1222,5.928000000000001,0.0,11014006
파래무침,30.0,31.5855,5.429100000000001,0.8990999999999999,0.6897,2.3397,64.5375,19.0395,252.045,74.49299999999998,0.0,1.7079,0.147,0.0,0.0,11014007
홍어무침,200.0,193.138,24.898,9.434,2.274,21.64,337.432,320.55,817.424,842.6600000000001,0.0,3.473999999999999,1.26,79.2,0.0,11014008
골뱅이국수무침,230.0,256.4163,39.6333,0.0,7.014600000000001,10.5246,97.57529999999998,151.3782,911.7441000000001,492.5771999999999,0.0,2.8431,1.2285,39.9789,0.0,11014009
오징어무침,200.0,249.525,13.5522,0.0,4.1904,38.66760000000001,78.57900000000001,556.6410000000001,682.389,660.1410000000001,0.0,1.8594,3.4038,430.92,0.0,11014010
잡채,150.0,198.8235,37.47449999999999,2.988,4.701000000000001,2.5935,50.13300000000001,53.9415,664.7505,294.1200000000001,0.0,2.907,0.4830000000000001,14.25,0.0,11015001
탕평채,100.0,101.194,10.196,6.993,3.113,3.529,38.802,89.96,247.419,269.971,6.26,1.234,0.821,4.95,0.0,11015002
갓김치,50.0,27.6355,5.211500000000001,0.4235,0.7015,1.9825,83.18849999999999,30.59150000000001,447.7740000000001,222.8085,0.0,1.3185,0.4815,3.507,0.0,12011001
고들빼기,50.0,55.3875,11.994,0.0,0.5640000000000001,2.206,37.3815,44.5875,733.749,177.8415,0.0,1.8045,0.373,0.545,0.0,12011002
깍두기,50.0,17.988,3.944999999999999,0.05,0.227,0.9974999999999998,19.159,15.328,338.876,148.046,0.0,0.5565,0.144,4.065,0.0,12011003
깻잎김치,150.0,124.4925,23.2665,2.988,3.1605,6.096,131.9925,93.45,1907.6415,752.0925000000001,0.0,3.009,1.269,29.661,0.0,12011004
나박김치,100.0,14.746,2.255,0.01,0.42,0.63,12.544,11.618,509.472,77.831,0.026,0.357,0.077,0.0,0.0,12011005
동치미,400.0,57.69199999999999,14.26,0.0,0.64,2.696,43.01999999999999,47.36799999999999,2313.584,438.216,0.0,1.388,0.292,0.0,0.0,12011006
배추겉절이,50.0,21.239,4.484499999999999,0.996,0.503,0.9405000000000001,21.8445,23.138,325.406,182.3595,0.0,0.476,0.31,1.34,0.0,12011007
배추김치,50.0,18.4315,4.154999999999999,0.498,0.2975,1.145,35.845,24.2385,309.5255,207.1355,0.0,0.6340000000000001,0.3220000000000001,3.4065,0.0,12011008
백김치,50.0,19.8035,4.3755,0.0,0.2645,0.798,22.878,18.1885,211.718,153.4155,0.0,0.4320000000000001,0.244,0.0415,0.0,12011009
부추김치,50.0,32.9105,6.2875,3.486,0.5694999999999999,1.875,13.9275,15.225,399.378,228.6625,0.0,1.2785,0.189,0.0,0.0,12011010
열무김치,50.0,16.285,3.1555,1.195,0.3485,1.343,64.553,28.5715,308.349,411.845,0.0,1.3915,0.131,0.0,0.0,12011011
열무얼갈이김치,50.0,16.57,3.0255,0.0,0.4035,1.269,47.90600000000001,33.16999999999999,344.2010000000001,176.996,0.0,0.8399999999999999,0.205,4.198,0.0,12011012
오이소박이,50.0,16.6675,2.9565,1.195,0.532,0.9424999999999998,22.3365,39.574,276.1935,184.8785,0.0,0.5355,0.1935,1.452,0.0,12011013
총각김치,50.0,17.5645,3.436000000000001,0.0,0.369,1.03,50.19200000000001,25.63,347.1704999999999,168.107,0.0,0.8809999999999999,0.192,4.433999999999999,0.0,12011014
파김치,50.0,28.005,5.472,0.996,0.702,1.5545,46.634,20.359,395.8649999999999,179.119,0.0,0.8200000000000002,0.337,4.69,0.0,12011015
간장게장,250.0,292.7025,13.885,0.17025,2.0875,32.665,267.1175,458.4275,3075.5325,1137.6925,0.0,7.550000000000001,8.41,223.125,0.0,13011001
마늘쫑장아찌,50.0,28.2695,6.1875,2.3475,0.13,1.045,8.390500000000001,23.65,778.6005,105.688,0.0,0.33,0.341,0.0,0.0,13011002
고추장아찌,30.0,22.356,4.1814,2.997,0.0882,0.8034000000000001,4.752,16.662,787.299,83.334,0.0,0.2184,0.1437,0.0,0.0,13011003
깻잎장아찌,30.0,33.6351,7.872299999999999,2.78169,0.3575999999999999,2.1138,84.1689,40.45650000000001,568.7526000000001,220.7874,0.0,1.0065,0.4329,0.6269999999999999,0.0,13011004
마늘장아찌,30.0,16.0554,3.0663,0.2997,0.0204,0.7872,1.7421,14.7969,481.749,64.2693,0.0,0.1221,0.1293,0.0,0.0,13011005
무장아찌,30.0,27.3372,5.31465,3.2967,0.2607,0.5669400000000001,15.62154,15.0579,933.28224,106.01844,0.0,0.32076,0.15213,0.0,0.0,13011006
양념게장,200.0,275.554,46.33000000000001,26.52,2.058,20.41,165.872,283.47,1747.844,792.52,0.0,5.252,5.227999999999999,134.4,0.0,13011007
양파장아찌,50.0,19.715,3.5385,1.4985,0.05,0.577,5.05,13.405,423.605,63.33500000000001,0.0,0.179,0.127,0.0,0.0,13011008
오이지,50.0,11.44,2.392,0.0,0.312,1.144,30.22,80.08,925.9975000000001,328.1925,0.0,0.6295,0.315,0.0,0.0,13011009
무피클,50.0,17.0,4.192,1.992,0.052,0.404,13.08,11.56,6.6,108.32,0.0,0.352,0.1515,0.0,0.0,13011010
오이피클,50.0,54.0,14.642,1.992,0.152,0.304,15.08,4.06,333.6,27.32,0.0,0.502,0.0515,0.0,0.0,13011011
단무지,30.0,3.9042,0.6640999999999999,0.2299,0.1632,0.1129,5.196300000000001,3.536,173.5504,16.0789,0.0,0.09359999999999999,0.0362,0.0,0.0,13011012
오징어젓갈,10.0,6.826,0.2936,0.0,0.09768,1.2384,2.396,17.6,179.109,27.041,2.066,0.06596,0.1097,13.68,0.0,13012001
명란젓,10.0,12.0,0.27,0.0,0.3,2.05,2.8,24.9,353.1,41.0,0.0,0.12,0.195,35.0,0.0,13012002
생연어,100.0,110.29,1.002,0.0,1.938,20.908,26.91,249.04,213.06,349.6,0.8,1.255,0.562,60.0,0.0,14011001
생선물회,800.0,575.0052000000001,81.4548,29.3748,14.1288,36.7668,267.8508,499.4724000000001,2986.2336,1560.1824,0.0,8.1732,2.8896,0.756,0.0,14011002
광어회 ,100.0,116.2,9.34,5.46,1.36,17.2,46.6,171.2,754.4,382.0,0.0,1.54,0.402,74.96,0.0,14011004
훈제연어,100.0,169.0,9.34,5.46,6.16,19.28,20.2,200.0,1260.8,218.8,0.0,0.9,0.61,141.6,0.0,14011005
육회,150.0,236.556,15.9465,7.0425,8.049,25.032,45.8115,244.2825,433.4235,608.349,0.0,3.048,4.7715,57.75,0.0,14012001
육사시미,150.0,203.55,6.959999999999999,4.095,6.074999999999999,29.28,30.15,252.0,888.03,541.8,0.0,7.947,3.6414,63.45,0.0,14012002
가래떡,100.0,205.042,45.045,0.0,0.325,3.52,2.46,77.0,254.681,90.528,0.0,0.221,0.826,0.0,0.0,15011001
경단,100.0,303.79,67.042,0.0,0.538,6.584,17.87,109.13,186.364,99.273,0.0,1.573,1.4,0.0,0.0,15011002
꿀떡,100.0,225.916,50.356,9.5805,0.761,3.236,7.104,71.46,251.339,83.74,0.1,0.3,0.778,0.0,0.0,15011003
시루떡,100.0,223.62,49.029,5.994,0.275,5.5,16.63,59.45,278.948,212.643,0.0,1.11,1.35,0.0,0.0,15011004
메밀전병,100.0,166.141,24.821,0.0,5.496,5.792,37.041,137.628,340.662,274.485,69.819,1.409,0.973,0.0,0.0,15011005
찰떡,100.0,216.185,44.876,5.495,1.24,5.807,15.185,83.83,236.819,151.4,9.89,1.612,1.51,0.0,0.0,15011006
무지개떡,100.0,218.18,48.698,6.993,0.865,4.004,26.73,89.28,277.709,115.005,0.0,0.476,1.015,0.0,0.0,15011007
백설기,100.0,218.82,48.195,11.988,0.792,4.044,10.82,78.99,296.946,96.9,4.2,0.548,0.752,0.0,0.0,15011008
송편,100.0,234.899,46.821,1.5163,2.698,4.17,45.979,77.16,236.545,67.894,19.97,1.132,0.574,0.0,0.0,15011009
수수부꾸미,100.0,258.99,46.151,2.997,5.668,5.498,6.37,95.48,270.036,162.45,0.0,1.051,1.33,0.0,0.0,15011010
수수팥떡,100.0,212.73,45.17,0.999,0.678,5.98,7.49,99.64,236.379,182.035,0.0,1.125,1.404,0.0,0.0,15011011
쑥떡,100.0,238.06,54.64,9.99,0.45,4.531,65.2,65.55,256.148,343.623,17.5,1.593,0.553,0.0,0.0,15011012
약식,100.0,232.213,48.882,7.992,2.27,3.827,12.885,79.74,290.644,142.123,12.105,2.533,1.304,0.159,0.0,15011013
인절미,100.0,214.46,42.554,0.0,1.764,6.401,15.035,117.19,337.74,232.64,11.27,1.86,1.587,0.0,0.0,15011014
절편,100.0,197.812,44.074,4.995,0.35,3.06,2.503,66.883,266.77,79.458,0.0,0.217,0.718,0.0,0.0,15011015
증편,100.0,198.693,44.216,15.984,0.342,2.536,6.836,52.045,259.038,61.003,0.0,0.234,0.564,0.0,0.0,15011016
찹쌀떡,100.0,264.74,62.076,13.986,0.231,3.409,15.68,71.705,226.381,86.783,7.705,1.455,1.13,0.0,0.0,15011017
매작과,30.0,121.4775,19.0629,0.0,3.5703,2.5542,3.324,26.4555,31.0458,42.3855,0.0,0.4281,0.1284,0.0,0.0,16011001
다식,30.0,105.1665,20.8107,6.4557,1.7286,3.5463,1.4274,100.0665,3.849,206.7144,0.0,0.5175000000000001,0.0411,0.0,0.0,16011002
약과,30.0,113.8494,22.1832,2.1519,1.2387,2.574,4.449,28.23,16.4598,59.42189999999999,0.0,0.5661,0.1431,0.0,0.0,16011003
유과,30.0,129.06,24.1365,1.12095,3.504,0.3609,1.2084,3.6,7.0554,0.0285,0.0,0.24,0.1968,0.0,0.0,16011004
산자,30.0,121.6985,24.70195,10.632825,1.19665,0.9103499999999999,2.00165,20.36125,8.012550000000001,60.9266,0.0,0.4053,0.27195,0.0,0.0,16011005
깨강정,30.0,150.3,13.62,0.0,9.87,4.5,156.0,125.7,24.3,67.5,0.0,1.38,2.13,0.0,0.0,16011006
